HIT_nb,Video_name,Actions,Worker_1,Worker_2,Worker_3,All_Yes_actions,Majority_Yes_actions,Majority_No_actions
388CL5C1RIM0YELW9BOZHG4P8FMLHO,8p1_1mini_6.mp4,lined with your favorite marinara sauce,2,0,0,,lined with your favorite marinara sauce,
388CL5C1RIM0YELW9BOZHG4P8FMLHO,8p1_1mini_6.mp4,eat this with either rice or quinoa it,1,1,1,,,eat this with either rice or quinoa it
388CL5C1RIM0YELW9BOZHG4P8FMLHO,8p1_1mini_6.mp4,pop them in the oven at 350 for 20 minutes to an hour depending on if the rice,1,1,0,,,pop them in the oven at 350 for 20 minutes to an hour depending on if the rice
388CL5C1RIM0YELW9BOZHG4P8FMLHO,8p1_1mini_6.mp4,covered then you,2,0,2,,,covered then you
388CL5C1RIM0YELW9BOZHG4P8FMLHO,8p1_1mini_6.mp4,add half of,1,0,0,,add half of,
388CL5C1RIM0YELW9BOZHG4P8FMLHO,5p0_4mini_6.mp4,topped it with some Dijon mustard then I,0,0,1,,topped it with some Dijon mustard then I,
388CL5C1RIM0YELW9BOZHG4P8FMLHO,5p0_4mini_6.mp4,starving it,1,2,2,,,starving it
388CL5C1RIM0YELW9BOZHG4P8FMLHO,5p0_4mini_6.mp4,boiled or steamed that I,2,1,1,,,boiled or steamed that I
388CL5C1RIM0YELW9BOZHG4P8FMLHO,5p0_4mini_6.mp4,eat that,1,1,1,,,eat that
388CL5C1RIM0YELW9BOZHG4P8FMLHO,5p0_4mini_6.mp4,put some nutritional yeast,1,1,1,,,put some nutritional yeast
388CL5C1RIM0YELW9BOZHG4P8FMLHO,5p0_4mini_6.mp4,got one,1,1,2,,,got one
388CL5C1RIM0YELW9BOZHG4P8FMLHO,5p0_4mini_6.mp4,mixed together,1,1,1,,,mixed together
388CL5C1RIM0YELW9BOZHG4P8FMLHO,5p0_4mini_6.mp4,made of brown rice black beans some barbecue sauce bread crumbs,1,1,1,,,made of brown rice black beans some barbecue sauce bread crumbs
388CL5C1RIM0YELW9BOZHG4P8FMLHO,5p0_4mini_6.mp4,got two little mini black bean burgers these Bowl veggie burgers,1,2,1,,,got two little mini black bean burgers these Bowl veggie burgers
388CL5C1RIM0YELW9BOZHG4P8FMLHO,4p0_1mini_3.mp4,eat anything in the morning,1,1,1,,,eat anything in the morning
388CL5C1RIM0YELW9BOZHG4P8FMLHO,4p0_1mini_3.mp4,get toothpaste all around my mouth,1,1,0,,,get toothpaste all around my mouth
388CL5C1RIM0YELW9BOZHG4P8FMLHO,4p0_1mini_3.mp4,get some fresh air while I,1,0,1,,,get some fresh air while I
388CL5C1RIM0YELW9BOZHG4P8FMLHO,4p0_1mini_3.mp4,brush my teeth I,0,0,0,brush my teeth I,brush my teeth I,
388CL5C1RIM0YELW9BOZHG4P8FMLHO,4p0_1mini_3.mp4,use warm water then I,1,0,0,,use warm water then I,
388CL5C1RIM0YELW9BOZHG4P8FMLHO,4p0_1mini_3.mp4,wash my face with cold water it,1,0,0,,wash my face with cold water it,
388CL5C1RIM0YELW9BOZHG4P8FMLHO,4p0_1mini_3.mp4,drink my tea I,0,0,0,drink my tea I,drink my tea I,
388CL5C1RIM0YELW9BOZHG4P8FMLHO,1mini_8.mp4,make these,0,0,0,make these,make these,
388CL5C1RIM0YELW9BOZHG4P8FMLHO,1mini_8.mp4,offer it to him if he,1,1,2,,,offer it to him if he
388CL5C1RIM0YELW9BOZHG4P8FMLHO,1mini_8.mp4,asks me for a snack if he,1,1,2,,,asks me for a snack if he
388CL5C1RIM0YELW9BOZHG4P8FMLHO,1mini_8.mp4,finish it all I,1,1,2,,,finish it all I
388CL5C1RIM0YELW9BOZHG4P8FMLHO,1mini_8.mp4,put it back in the refrigerator,1,1,1,,,put it back in the refrigerator
388CL5C1RIM0YELW9BOZHG4P8FMLHO,1mini_8.mp4,go on hand,1,0,2,,,go on hand
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,tell we,2,2,2,,,tell we
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,left on the stove,0,0,0,left on the stove,left on the stove,
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,moved on to,2,2,0,,,moved on to
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,laughs moves by I,2,2,2,,,laughs moves by I
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,figured I,2,2,2,,,figured I
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,take you along with me as you,2,0,0,,take you along with me as you,
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,prepping for the new heart bro just another mystery,2,0,1,,,prepping for the new heart bro just another mystery
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,holding long good,2,2,2,,,holding long good
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,putting away all of our clean dishes I today,0,0,0,putting away all of our clean dishes I today,putting away all of our clean dishes I today,
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,run our dishwasher twice,1,1,0,,,run our dishwasher twice
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,started off by,2,2,0,,,started off by
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,put away the news for,0,2,0,,put away the news for,
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,getting all of those,0,2,0,,getting all of those,
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4p1_10mini_1.mp4,protect yeah it,2,2,1,,,protect yeah it
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,put in your bathroom you,0,0,0,put in your bathroom you,put in your bathroom you,
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,purchased at Home Depot in the description below,2,0,0,,purchased at Home Depot in the description below,
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,put it in your living room,2,0,0,,put it in your living room,
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,see you guys very soon in my next video bye you,2,2,2,,,see you guys very soon in my next video bye you
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,went ahead,2,2,2,,,went ahead
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,completes this video I really,2,2,2,,,completes this video I really
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,did that,2,2,2,,,did that
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,put all the details of what I,2,2,1,,,put all the details of what I
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,get pretty pricey,2,2,2,,,get pretty pricey
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,read that if you,2,2,2,,,read that if you
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,1p1_8mini_9.mp4,hope you,2,2,2,,,hope you
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4mini_15.mp4,make my hair amazing I,0,2,0,,make my hair amazing I,
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4mini_15.mp4,using it for about a month or,2,2,1,,,using it for about a month or
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4mini_15.mp4,putting on a bit of Oprah or Wonder,1,0,1,,,putting on a bit of Oprah or Wonder
3TY2U1TEB69QUUSMUQF7DE7CHILJJP,4mini_15.mp4,lash to my neck,1,0,1,,,lash to my neck
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,4p1_2mini_7.mp4,toss them out,1,1,1,,,toss them out
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,4p1_2mini_7.mp4,watch my cleaning videos you,0,1,2,,,watch my cleaning videos you
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,4p1_2mini_7.mp4,cut back on my laundry which,2,1,2,,,cut back on my laundry which
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,4p1_2mini_7.mp4,come in a pack of 12,2,2,2,,,come in a pack of 12
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,4p1_2mini_7.mp4,get to them for another couple weeks,2,2,2,,,get to them for another couple weeks
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,4p1_2mini_7.mp4,get from the Dollar Tree,2,2,2,,,get from the Dollar Tree
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,4p1_2mini_7.mp4,gotten around to it,2,2,2,,,gotten around to it
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,ends up with such random stuff on there I,0,1,2,,,ends up with such random stuff on there I
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,clean off my dining table this morning,0,0,0,clean off my dining table this morning,clean off my dining table this morning,
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,did like a little photo for Instagram with some bags,0,2,2,,,did like a little photo for Instagram with some bags
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,reorganizing my drawers,0,1,1,,,reorganizing my drawers
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,put in it,0,1,2,,,put in it
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,put away all those bags,0,0,1,,put away all those bags,
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,notice though a giant basket of,0,2,2,,,notice though a giant basket of
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,got this giant jar I,0,1,2,,,got this giant jar I
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,swear always,0,2,2,,,swear always
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,washing these,0,1,2,,,washing these
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,filming the clear out yet I,0,1,2,,,filming the clear out yet I
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,got a whole bunch like pain killers like panadol,0,2,2,,,got a whole bunch like pain killers like panadol
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,got coffee pods I,0,1,2,,,got coffee pods I
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7p0_8mini_5.mp4,got a few things,0,2,2,,,got a few things
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,6p1_1mini_6.mp4,give my hair a brush whether I,0,1,0,,give my hair a brush whether I,
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,6p1_1mini_6.mp4,sorted from the night before,0,1,2,,,sorted from the night before
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,6p1_1mini_6.mp4,yeah like I,0,2,2,,,yeah like I
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,6p1_1mini_6.mp4,head over to the bathroom,0,0,0,head over to the bathroom,head over to the bathroom,
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,6p1_1mini_6.mp4,pick it up,0,0,2,,pick it up,
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,6p1_1mini_6.mp4,laid out from the night before again books bag handbag everything everything,0,1,2,,,laid out from the night before again books bag handbag everything everything
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,6p1_1mini_6.mp4,brush my teeth I,0,0,0,brush my teeth I,brush my teeth I,
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7mini_36.mp4,paint my nails every weekend morning,0,1,0,,paint my nails every weekend morning,
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7mini_36.mp4,filming later that day,0,2,2,,,filming later that day
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7mini_36.mp4,", and",0,2,2,,,", and"
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7mini_36.mp4,listen to some music,0,0,1,,listen to some music,
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7mini_36.mp4,paint my nails,0,0,0,paint my nails,paint my nails,
36BTXXLZ2U7HP0SEZO1C934K92PR4Y,7mini_36.mp4,went for this purple shade on all the nails except my ring finger,0,0,0,went for this purple shade on all the nails except my ring finger,went for this purple shade on all the nails except my ring finger,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p0_1mini_3.mp4,drink at least two big glasses of water before I,0,0,2,,drink at least two big glasses of water before I,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p0_1mini_3.mp4,going from the windows,0,0,2,,going from the windows,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p0_1mini_3.mp4,slipping on water I always,0,0,2,,slipping on water I always,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p0_1mini_3.mp4,called red bush tea,2,0,0,,called red bush tea,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p0_1mini_3.mp4,get toothpaste all around my mouth no no matter how hard I,0,0,0,get toothpaste all around my mouth no no matter how hard I,get toothpaste all around my mouth no no matter how hard I,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p0_1mini_3.mp4,go outside for a second,0,0,0,go outside for a second,go outside for a second,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p0_1mini_3.mp4,brush my teeth,0,0,0,brush my teeth,brush my teeth,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p1_1mini_13.mp4,go back later,1,2,2,,,go back later
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p1_1mini_13.mp4,work pretty well,0,2,2,,,work pretty well
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p1_1mini_13.mp4,wipe it down,0,0,0,wipe it down,wipe it down,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p1_1mini_13.mp4,using them,0,2,0,,using them,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p1_1mini_13.mp4,figured it,1,2,2,,,figured it
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p1_1mini_13.mp4,wipe down our bathroom,1,0,0,,wipe down our bathroom,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,4p1_1mini_13.mp4,left a little bit of a residue,2,0,1,,,left a little bit of a residue
3C8QQOM6JO00U9WGFT6KHS548S1LIH,8p1_8mini_7.mp4,wrap that all up,0,0,0,wrap that all up,wrap that all up,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,8p1_8mini_7.mp4,adding some crunch,0,0,0,adding some crunch,adding some crunch,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,8p1_8mini_7.mp4,gives you sustained energy throughout the day then some granola,0,2,0,,gives you sustained energy throughout the day then some granola,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,8p1_8mini_7.mp4,has 61 grams of sugar which,0,2,0,,has 61 grams of sugar which,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,8p1_8mini_7.mp4,follow that with some Greek yogurt this,1,2,0,,,follow that with some Greek yogurt this
3C8QQOM6JO00U9WGFT6KHS548S1LIH,8p1_8mini_7.mp4,watched enough Top Chef,2,0,1,,,watched enough Top Chef
3C8QQOM6JO00U9WGFT6KHS548S1LIH,8p1_8mini_7.mp4,follow that with my fruit,2,0,0,,follow that with my fruit,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,8p1_8mini_7.mp4,found out,0,2,2,,,found out
3C8QQOM6JO00U9WGFT6KHS548S1LIH,8p1_8mini_7.mp4,go holy crow,1,2,2,,,go holy crow
3C8QQOM6JO00U9WGFT6KHS548S1LIH,1mini_15.mp4,strain the seeds,1,0,0,,strain the seeds,
3C8QQOM6JO00U9WGFT6KHS548S1LIH,1mini_15.mp4,looking back that,2,2,2,,,looking back that
3C8QQOM6JO00U9WGFT6KHS548S1LIH,1mini_15.mp4,do if I ever,2,2,2,,,do if I ever
3C8QQOM6JO00U9WGFT6KHS548S1LIH,1mini_15.mp4,make this again in the future which I,2,2,0,,,make this again in the future which I
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,whisk everything together,0,0,0,whisk everything together,whisk everything together,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,crack them right into the bowl with the,0,0,0,crack them right into the bowl with the,crack them right into the bowl with the,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,stir everything all up again with your way a no need,0,0,0,stir everything all up again with your way a no need,stir everything all up again with your way a no need,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,incorporating the eggs,0,0,0,incorporating the eggs,incorporating the eggs,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,add in your baking powder,0,0,0,add in your baking powder,add in your baking powder,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,make you banana,2,1,2,,,make you banana
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,mashed banana,1,1,2,,,mashed banana
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,take our two eggs here,0,0,0,take our two eggs here,take our two eggs here,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,see you,2,0,2,,,see you
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,make sure you,2,0,2,,,make sure you
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,using either a whisk or a fork you just,0,0,0,using either a whisk or a fork you just,using either a whisk or a fork you just,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,10p1_1mini_3.mp4,go outside,1,1,1,,,go outside
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,see it,2,0,2,,,see it
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,trying a cold-pressed vegetable juice,0,1,1,,,trying a cold-pressed vegetable juice
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,lucked out today these,2,0,2,,,lucked out today these
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,get from green juice,0,1,2,,,get from green juice
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,fill me up a little too much,2,1,2,,,fill me up a little too much
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,add it,1,1,1,,,add it
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,see now I,2,0,2,,,see now I
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,got these,0,0,2,,got these,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,try if you,2,0,2,,,try if you
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,try it,2,0,1,,,try it
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,drink this now,2,1,1,,,drink this now
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,try that here in a little bit,2,0,2,,,try that here in a little bit
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,gotten it before this one I,2,0,2,,,gotten it before this one I
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,2p0_6mini_11.mp4,drinking some more greens I,2,1,1,,,drinking some more greens I
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,3mini_5.mp4,take him on a walk you just,2,0,0,,take him on a walk you just,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,3mini_5.mp4,smile when you,2,1,1,,,smile when you
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,3mini_5.mp4,look at him,2,1,1,,,look at him
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,3mini_5.mp4,getting outside for the first time,0,1,0,,getting outside for the first time,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,3mini_5.mp4,get in the car,0,0,0,get in the car,get in the car,
3TZ0XG8CBTJC41JUHAR3ZUKV52F980,3mini_5.mp4,head to our favorite place,0,0,0,head to our favorite place,head to our favorite place,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,6p1_1mini_6.mp4,pack all your bags everything,0,1,0,,pack all your bags everything,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,6p1_1mini_6.mp4,put on at my lip product,0,0,0,put on at my lip product,put on at my lip product,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,6p1_1mini_6.mp4,brushed my teeth I,0,0,0,brushed my teeth I,brushed my teeth I,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,6p1_1mini_6.mp4,leave it out like it,2,0,0,,leave it out like it,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,6p1_1mini_6.mp4,put it on then I,0,2,0,,put it on then I,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,6p1_1mini_6.mp4,brushed my teeth,0,0,0,brushed my teeth,brushed my teeth,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,6p1_1mini_6.mp4,made my outfit super simple,2,0,2,,,made my outfit super simple
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p1_6mini_6.mp4,gotten the rest of the bathroom,0,0,1,,gotten the rest of the bathroom,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p1_6mini_6.mp4,get our,2,2,2,,,get our
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p1_6mini_6.mp4,using the method glass,0,0,0,using the method glass,using the method glass,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p1_6mini_6.mp4,flashing up like two,2,0,0,,flashing up like two,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p1_6mini_6.mp4,move back into the shower,0,0,0,move back into the shower,move back into the shower,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p1_6mini_6.mp4,cleaned up I,0,0,0,cleaned up I,cleaned up I,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p1_6mini_6.mp4,mirrors clean,0,0,0,mirrors clean,mirrors clean,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p0_6mini_11.mp4,watching this video art that you,2,0,2,,,watching this video art that you
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p0_6mini_11.mp4,get home snack ball in the bag smoothie okay I,2,2,2,,,get home snack ball in the bag smoothie okay I
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p0_6mini_11.mp4,get my things you,2,0,0,,get my things you,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p0_6mini_11.mp4,got bag shake okay I no think of this I,2,0,0,,got bag shake okay I no think of this I,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p0_6mini_11.mp4,thank you,2,0,2,,,thank you
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p0_6mini_11.mp4,seeing my current morning routine a healthy Moni,2,0,1,,,seeing my current morning routine a healthy Moni
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p0_6mini_11.mp4,nay my teeth,2,0,1,,,nay my teeth
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p0_6mini_11.mp4,hang up when I,2,1,2,,,hang up when I
32204AGAAABKCM7VYKRJ4OZHCY0HGE,4p0_6mini_11.mp4,watching um without anything in my teeth okay okay,2,0,2,,,watching um without anything in my teeth okay okay
32204AGAAABKCM7VYKRJ4OZHCY0HGE,1mini_8.mp4,make these,1,0,0,,make these,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,1mini_8.mp4,offer it to him if he,2,1,1,,,offer it to him if he
32204AGAAABKCM7VYKRJ4OZHCY0HGE,1mini_8.mp4,asks me for a snack if he,2,1,1,,,asks me for a snack if he
32204AGAAABKCM7VYKRJ4OZHCY0HGE,1mini_8.mp4,finish it all I,1,0,1,,,finish it all I
32204AGAAABKCM7VYKRJ4OZHCY0HGE,1mini_8.mp4,put it back in the refrigerator,1,0,0,,put it back in the refrigerator,
32204AGAAABKCM7VYKRJ4OZHCY0HGE,1mini_8.mp4,go on hand,2,0,1,,,go on hand
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,coming up in the new future for different people,2,0,2,,,coming up in the new future for different people
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,add some new things to your morning routines,0,0,2,,add some new things to your morning routines,
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,make my bed it,2,0,2,,,make my bed it
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,drink I,1,0,2,,,drink I
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,share with you today,2,0,2,,,share with you today
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,coming the first thing that I,2,0,2,,,coming the first thing that I
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,help routine,1,0,2,,,help routine
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,try out some different morning routines,2,0,2,,,try out some different morning routines
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,check that off the list then I,2,0,2,,,check that off the list then I
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,organize your morning routine,0,0,2,,organize your morning routine,
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,head upstairs,1,0,1,,,head upstairs
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,change up your morning,2,0,2,,,change up your morning
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,inspire you,2,0,2,,,inspire you
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,do every morning,2,0,2,,,do every morning
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,get over,2,0,2,,,get over
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_10mini_1.mp4,hope you,2,0,2,,,hope you
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_8mini_2.mp4,find that it,2,0,2,,,find that it
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_8mini_2.mp4,gives me a chance,2,0,2,,,gives me a chance
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_8mini_2.mp4,leave myself a lot of time,2,0,2,,,leave myself a lot of time
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_8mini_2.mp4,do it,2,0,2,,,do it
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_8mini_2.mp4,water my plants I,0,0,0,water my plants I,water my plants I,
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_8mini_2.mp4,making time each day,2,0,2,,,making time each day
3F6045TU7CNCI624M2XHZQF6P8X99P,6p1_8mini_2.mp4,get myself ready for the day,0,0,2,,get myself ready for the day,
3F6045TU7CNCI624M2XHZQF6P8X99P,7mini_29.mp4,topping mine with some cream cheese and sliced avocado,0,0,0,topping mine with some cream cheese and sliced avocado,topping mine with some cream cheese and sliced avocado,
3F6045TU7CNCI624M2XHZQF6P8X99P,7mini_29.mp4,making myself a berry and granola yogurt,0,0,0,making myself a berry and granola yogurt,making myself a berry and granola yogurt,
3F6045TU7CNCI624M2XHZQF6P8X99P,7mini_29.mp4,add some delicious blueberries,0,0,0,add some delicious blueberries,add some delicious blueberries,
3F6045TU7CNCI624M2XHZQF6P8X99P,7mini_29.mp4,pour in my favorite granola,0,0,0,pour in my favorite granola,pour in my favorite granola,
